and_A,and_B,label,sentence1,sentence2
,,1,Kristen is zealous or Katherine is itchy, neither Kristen is zealous nor Katherine is itchy
Lena is aggressive,Martin is jolly,0,Lena is aggressive and Martin is jolly, Melody is odd
,,0,"Sean, who is a technician, visit Cynthia","Sean, Rebecca's father, didn't visit Cynthia"
,,0,Andrew is muscular or Beatrice is clean, Andrew is not muscular
,,0,"Dorothy, who is a technician, bought a cup of coffee","Dorothy, who is a pilot, didn't buy a cup of coffee"
,,1,"Dana, who is a tailor, visit Danny",Dana didn't visit Danny
,,1,Leona is plump or Patsy is plain, Leona is not plump and Patsy is not plain
,,1,claude has visited slobozia or claude has visited mangalia,claude visited neither slobozia nor mangalia
,,0,viola s painting is clumsy or viola s painting is pitiful,viola s painting is neither lazy nor pitiful
,,0,bill created an ashy work of art and bill created a pitiful work of art,edgar didn t create an ashy work of art
Kurt is gentle,Kim is nice,0,Kurt is gentle and Kim is nice, Joel is not clever
,,1,tonya went to baia mare and viola went to baia mare,viola didn t go to baia mare
,,1,mary will choose this soccer team or mary will leave barcelona for lugoj,mary will not choose this soccer team and mary wil not leave barcelona for lugoj
,,0,ella has traveled to reghin or ella has traveled to blaj,ella didn t travel to reghin
,,0,Gail is jolly or Amanda is worried, Gail is not jolly or Amanda is not worried
,,1,lawrence created a muscular work of art and lawrence created a fierce work of art,lawrence didn t create a muscular work of art
,,0,oscar will become very important to me or oscar will sing a nice song,janie will neither become very important to me nor sing a nice song
,,1,Rodney saw a boy driving Terrance's bicycle,Rodney didn't saw a boy driving
,,1,max will know jennie s secret or max will beat cody out of dollars,max will not know jennie s secret and max wil not beat cody out of dollars
,,1,wendy s painting is helpful or wendy s painting is stocky,wendy s painting isn t helpful and wendy s painting isn t stocky
,,1,seth will wake up or seth will make me change the way i wrote,seth will not wake up and seth wil not make me change the way i wrote
,,0,alex has visited hunedoara and paul has visited hunedoara,alex didn t visit timisoara
,,0,lula s painting is helpless or lula s painting is better,lula s painting is neither helpless nor orange
,,0,beverly has visited blaj and aaron has visited blaj,alice didn t visit blaj
,,0,Joyce is plain or Russell is obnoxious, Joyce is not plain or Russell is not obnoxious
,,0,uruguay got to the quarter finals last year or argentina got to the quarter finals last year,neither mexico nor uruguay got to the quarter finals last year
,,0,gilbert created a white work of art and gilbert created a plain work of art,irene didn t create a white work of art
,,0,Pedro is pitiful or Michelle is ambitious, Pedro is not pitiful or Michelle is not ambitious
,,0,patsy will go away or patsy will write a song about the sky,kevin will neither go away nor write a song about the sky
,,0,lindsay created a red work of art and lindsay created a mango work of art,lindsay didn t create an unkempt work of art
,,0,calvin s painting is shy or calvin s painting is better,calvin s painting is neither shy nor polite
Sylvia is zealous,Keith is delightful,0,Sylvia is zealous and Keith is delightful, Maryann is mushy
Oscar is thankful,Roy is aggressive,0,Oscar is thankful and Roy is aggressive, Ralph is vast
,,1,alison created a clean work of art and alison created a zealous work of art,alison didn t create a clean work of art
,,1,vincent will meet me or vincent will leave me waiting,vincent will neither meet me nor leave me waiting
,,1,cora created an easy work of art and cora created an uptight work of art,cora didn t create an easy work of art
,,1,timothy created a short work of art and timothy created a gray work of art,timothy didn t create a short work of art
,,0,Andrea is proud or Lee is beautiful, Lee is not beautiful
Roger is zealous,Roger is dead,0,Roger is zealous and Roger is dead, Roger is not dead
,,1,Ann is kind or Cassandra is uptight, Ann is not kind and Cassandra is not uptight
,,0,oscar created an orange work of art and oscar created a white work of art,oscar didn t create a fierce work of art
,,1,Dawn saw Joann driving Cassandra's new Tesla Roadster,Dawn didn't saw Joann driving
Brandon is obedient,Thelma is clever,0,Brandon is obedient and Thelma is clever, Thelma is not obedient
,,1,harry went to lugoj or harry went to tulcea,harry didn t go to lugoj and harry didn t go to tulcea
,,1,hugh s painting is unsightly or hugh s painting is short,hugh s painting is neither unsightly nor short
,,0,olivia s painting is jealous or olivia s painting is chubby,olivia s painting isn t chubby
,,0,gene will go to baia mare or gene will blow it,patsy will neither go to baia mare nor blow it
,,0,juana went to cluj napoca and sam went to cluj napoca,sam didn t go to bucharest
,,1,Amanda is short or Manuel is repulsive, Amanda is not short and Manuel is not repulsive
,,1,anna has traveled to baia mare or anna has traveled to oradea,anna didn t travel to baia mare and anna didn t travel to oradea
,,1,charlie s painting is muscular or charlie s painting is green,charlie s painting isn t muscular and charlie s painting isn t green
,,0,Jay saw a boy driving a salmon car,Jay didn't saw a boy driving Opal's new Tesla Roadster
,,0,kathryn s painting is fancy or kathryn s painting is mushy,marvin s painting is neither fancy nor mushy
,,0,natasha went to vaslui and natasha went to giurgiu,natasha didn t go to bucharest
,,0,eduardo will understand what molly comment about arad or eduardo will find him,eduardo will not find him
,,1,spain got to the quarter finals last year or argentina got to the quarter finals last year,neither spain nor argentina got to the quarter finals last year
,,0,leonard has visited timisoara and leonard has visited vaslui,leonard didn t visit blaj
,,0,Brad saw a girl driving an electric black bicycle,Brad didn't saw a girl driving Sara's car
,,1,Wesley is grumpy or Ralph is unkempt, Wesley is not grumpy and Ralph is not unkempt
,,0,carla created a flabby work of art and carla created a bewildered work of art,loretta didn t create a bewildered work of art
,,1,vicki will keep the game alive or vicki will put candice in charge,vicki will not keep the game alive and vicki wil not put candice in charge
,,0,ross will understand what edwin comment about cluj napoca or ross will hit me,albert will neither understand what edwin comment about cluj napoca nor hit me
Erika is mealy,Dave is easy,1,Erika is mealy and Dave is easy, Dave is not easy
,,0,Luz saw Cory running from a orange bus,Luz didn't saw Cory running from a special recently built bus
,,1,dawn went to bucharest and edna went to bucharest,edna didn t go to bucharest
,,0,terry went to bucharest and donald went to bucharest,cindy didn t go to bucharest
,,0,leo has visited giurgiu and leo has visited dej,leo didn t visit mangalia
,,1,monica sat on the floor and monica hit him,monica didn t sit on the floor
,,0,"Cory, who is a scientist, visit Beth","Cory, who is a secretary, didn't visit Beth"
Rhonda is lively,Andrew is gentle,0,Rhonda is lively and Andrew is gentle, Suzanne is not powerful
,,1,vivian has traveled to giurgiu and vivian has traveled to dej,vivian didn t travel to dej
,,0,"Douglas, who is a photographer, saw the accident","Douglas, Marguerite's father, didn't saw the accident"
,,0,shannon has traveled to reghin or shannon has traveled to dej,shannon didn t travel to dej
Lauren is thankful,Samantha is obedient,0,Lauren is thankful and Samantha is obedient, Shane is not poor
,,0,troy went to reghin or troy went to tulcea,troy didn t go to reghin
,,1,kristin has traveled to lugoj and kristin has traveled to arad,kristin didn t travel to arad
,,1,adam grew up and adam slept for one day,adam didn t sleep for one day
,,0,poland got to the quarter finals last year or costa rica got to the quarter finals last year,poland didn t get to the quarter finals last year
,,1,gail will lay down or gail will teach middle school science,gail will neither lay down nor teach middle school science
,,0,joy found him and joy laid his hands on her,joy didn t freeze my account
,,0,michael s painting is careful or michael s painting is important,milton s painting is neither careful nor important
,,1,allison went to bucharest and julian went to bucharest,julian didn t go to bucharest
,,1,nathan has visited reghin and nathan has visited deva,nathan didn t visit reghin
,,0,brenda will say nice things or brenda will know about us,brenda will neither show philip s old photos nor know about us
,,1,jan bought a icy bicycle and jan understood what ryan comment about slobozia,jan didn t understand what ryan comment about slobozia
,,1,angela went to baia mare and angela went to mangalia,angela didn t go to mangalia
,,0,"Marsha, who is a fireman, bought a Chilean wine","Marsha, who is a technician, didn't buy a Chilean wine"
,,0,Jeremy saw Eunice running from a lemon school bus,Jeremy didn't saw Eunice running from a mango bus
,,0,kay forgave me and kay bent the rules of the card game,kay didn t cut himself
,,0,germany got to the quarter finals last year or serbia got to the quarter finals last year,neither iceland nor germany got to the quarter finals last year
