and_A,and_B,label,sentence1,sentence2
,,1,leon created a delightful work of art and leon created a witty work of art,leon didn t create a delightful work of art
,,0,jamie has visited arad and jamie has visited timisoara,jamie didn t visit deva
,,1,"Loretta, who is a hairdresser, saw the city mayor",Loretta isn't a hairdresser
,,1,phyllis created an odd work of art and phyllis created a kind work of art,phyllis didn t create an odd work of art
,,0,tommy hit her and tommy had a good week,annette didn t hit her
,,0,anna has traveled to hunedoara and franklin has traveled to hunedoara,jimmie didn t travel to hunedoara
,,0,jacob went to craiova and jacob went to giurgiu,jacob didn t go to arad
,,1,edith has traveled to cluj napoca and edith has traveled to reghin,edith didn t travel to reghin
,,0,eduardo has visited dej and raymond has visited dej,miguel didn t visit dej
,,0,amy went to hunedoara and stacey went to hunedoara,marilyn didn t go to hunedoara
,,0,"Rodney, who is a doctor, visit David","Rodney, Clyde's father, didn't visit David"
,,1,bob created a thoughtless work of art and bob created a white work of art,bob didn t create a thoughtless work of art
Darren is delightful,Earl is witty,0,Darren is delightful and Earl is witty, Edward is not rich
,,0,antonio went to bucharest and antonio went to timisoara,clara didn t go to bucharest
,,1,don burned monica s house and don paid him,don didn t burn monica s house
,,1,Shawn saw a boy running from a parade car,Shawn didn't saw a boy running
,,1,kenneth said nice things and kenneth was a aggressive person,kenneth didn t say nice things
,,1,barry has traveled to turda and beth has traveled to turda,beth didn t travel to turda
,,1,jeanette created an odd work of art and jeanette created a glamorous work of art,jeanette didn t create an odd work of art
Dan is wrong,Micheal is uninterested,1,Dan is wrong and Micheal is uninterested, Micheal is not uninterested
,,1,mitchell sold me a orange car and mitchell left me,mitchell didn t leave me
,,0,janet grew up and janet slept for eight hours,janet didn t swim out toward the ashy boat
,,0,"Neil, who is a chef, visit Stephanie","Neil, who is a builder, didn't visit Stephanie"
,,1,"Gladys, who is a journalist, bought a pizza",Gladys didn't buy a pizza
,,1,beth ran into clarence and beth hit a tree,beth didn t ring into clarence
,,0,mike blew it and mike put the phone down,troy didn t put the phone down
,,0,jeremy created a gorgeous work of art and jeremy created a skinny work of art,caroline didn t create a skinny work of art
,,0,maggie created an orange work of art and maggie created a better work of art,caroline didn t create an orange work of art
,,0,"Eduardo, who is a photographer, visit Allan","Eduardo, Alison's father, didn't visit Allan"
,,0,hazel has visited craiova and hazel has visited slatina,janie didn t visit slatina
Irene is silly,Sheila is agreeable,0,Irene is silly and Sheila is agreeable, Eileen is not alive
,,1,"Marsha, who is a vet, bought the new Tesla Roadster",Marsha didn't buy the new Tesla Roadster
Violet is faithful,Susie is lively,0,Violet is faithful and Susie is lively, Ian is gifted
,,0,stacey has traveled to dej and leroy has traveled to dej,stacey didn t travel to craiova
,,1,erica has visited craiova and aaron has visited craiova,erica didn t visit craiova
Anthony is gentle,Dorothy is kind,0,Anthony is gentle and Dorothy is kind, Roberta is easy
,,1,kathleen went to slatina and eunice went to slatina,eunice didn t go to slatina
,,0,lonnie went to arad and leroy went to arad,jason didn t go to arad
Angela is silly,Norman is kind,1,Angela is silly and Norman is kind, Angela is not silly
,,1,julia created a magnificent work of art and julia created a brave work of art,julia didn t create a magnificent work of art
,,1,bobbie created a tender work of art and bobbie created a green work of art,bobbie didn t create a tender work of art
,,1,bonnie went to lugoj and bonnie went to timisoara,bonnie didn t go to timisoara
,,0,billy brought me out of margie s house and billy kept ruby s secret from me,billy didn t have a good week
,,1,norman showed my new photos and norman saw the best engineer from deva,norman didn t see the best engineer from deva
Nathaniel is polite,Geraldine is powerful,0,Nathaniel is polite and Geraldine is powerful, Nathaniel is not powerful
,,0,harry drew ahead of the other runners and harry made me change the way i wrote,katherine didn t make me change the way i wrote
,,1,kay has visited vaslui and kay has visited oradea,kay didn t visit vaslui
Jackie is lively,Eddie is unimportant,0,Jackie is lively and Eddie is unimportant, Jackie is not unimportant
,,0,stacey created a gifted work of art and stacey created a mushy work of art,stacey didn t create an aggressive work of art
,,1,alice laid down and alice blew it when he didn t invest in amazon,alice didn t lay down
,,1,carole has visited timisoara and carole has visited mangalia,carole didn t visit timisoara
,,0,maggie has visited oradea and arnold has visited oradea,maggie didn t visit mangalia
,,1,norman has traveled to mangalia and cecil has traveled to mangalia,norman didn t travel to mangalia
Candice is zealous,Eileen is zealous,1,Candice is zealous and Eileen is zealous, Candice is not zealous
,,0,erica grew up in jail and erica won the game,brandi didn t grow up in jail
,,1,amber read the news and amber shut the door down,amber didn t read the news
,,0,felix created a vast work of art and felix created a blue work of art,ralph didn t create a vast work of art
Franklin is witty,Kay is lively,0,Franklin is witty and Kay is lively, Ron is famous
,,1,judy created a shy work of art and judy created a bewildered work of art,judy didn t create a shy work of art
,,1,Joshua saw a boy driving in Turda,Joshua didn't saw a boy driving
,,0,franklin has traveled to blaj and ray has traveled to blaj,ray didn t travel to bucharest
Zachary is wrong,Candice is uninterested,1,Zachary is wrong and Candice is uninterested, Candice is not uninterested
,,1,albert went to tulcea and albert went to blaj,albert didn t go to tulcea
,,1,diana created an embarrassed work of art and diana created a calm work of art,diana didn t create an embarrassed work of art
,,0,miguel created an aggressive work of art and miguel created an agreeable work of art,martin didn t create an agreeable work of art
,,0,ernest said funny things and ernest drew ahead of the other runners,ernest didn t write me a letter
,,1,"Blanche, who is a cop, bought the new Tesla Roadster",Blanche didn't buy the new Tesla Roadster
,,1,catherine stood up to pearl and catherine fell in love with kathleen,catherine didn t fall in love with kathleen
,,0,"Brenda, who is a electrician, saw the car crash","Brenda, Sergio's mother, didn't saw the car crash"
,,0,miriam did it again and miriam won the game,miriam didn t come at night
Chad is faithful,Jim is kind,1,Chad is faithful and Jim is kind, Chad is not faithful
Beverly is happy,Danielle is silly,0,Beverly is happy and Danielle is silly, Daisy is shy
Tiffany is powerful,Milton is shy,1,Tiffany is powerful and Milton is shy, Milton is not shy
,,1,Beatrice saw Pamela driving an electric yellow bicycle,Beatrice didn't saw Pamela driving
,,0,emma created a zealous work of art and emma created a jolly work of art,duane didn t create a zealous work of art
,,0,terry created an embarrassed work of art and terry created a handsome work of art,claude didn t create an embarrassed work of art
,,1,rebecca created an ambitious work of art and rebecca created a gifted work of art,rebecca didn t create an ambitious work of art
,,0,anne went to reghin and anne went to dej,anita didn t go to reghin
Craig is eager,Willard is kind,0,Craig is eager and Willard is kind, Allen is careful
,,1,stacey created a helpless work of art and stacey created a repulsive work of art,stacey didn t create a helpless work of art
,,1,Tim saw Jacob running from Sandra's car,Tim didn't saw Jacob running
,,1,Susan saw a girl running from a special recently built bus,Susan didn't saw a girl running
,,0,Mabel saw Shawn driving a red car,Mabel didn't saw Shawn driving Janet's car
,,1,ryan has visited bucharest and marilyn has visited bucharest,marilyn didn t visit bucharest
,,0,karen created a repulsive work of art and karen created an orange work of art,lillian didn t create a repulsive work of art
,,0,tamara created a thankful work of art and tamara created a mango work of art,ken didn t create a mango work of art
,,1,angela won the soccer match and angela found her,angela didn t win the soccer match
,,0,lois created an aggressive work of art and lois created a magnificent work of art,helen didn t create a magnificent work of art
,,1,"Roberto, who is a pilot, saw a strange add",Roberto isn't a pilot
,,0,courtney swam out toward the yellow boat and courtney let use this pen,terri didn t let use this pen
,,0,"Guy, who is a photographer, bought a japanese novel","Guy, who is a baker, didn't buy a japanese novel"
,,0,"Rodney, who is a tailor, bought a Chilean wine","Rodney, Morris's father, didn't buy a Chilean wine"
,,0,hilda drank a bottle of wine and hilda found thisme,kristi didn t find thisme
,,1,"Leo, who is a hairdresser, bought a Chilean wine",Leo didn't buy a Chilean wine
,,0,carlos came at midnight and carlos gave gloria a yellow shirt,rene didn t come at midnight
,,1,gloria has traveled to giurgiu and gloria has traveled to slobozia,gloria didn t travel to slobozia
Angela is nice,Jeanette is tender,0,Angela is nice and Jeanette is tender, Angela is not tender
,,0,Regina saw a boy running from a parade car,Regina didn't saw a boy running from a special recently built bus
,,0,ernest went to oradea and ernest threw everything out the window,curtis didn t throw everything out the window
,,1,glenn created a muscular work of art and glenn created a scary work of art,glenn didn t create a muscular work of art
,,1,"Sonya, who is a dentist, visit Mark",Sonya isn't a dentist
,,1,jill has visited oradea and jill has visited lugoj,jill didn t visit oradea
,,1,Edgar saw a boy driving Maggie's new Tesla Roadster,Edgar didn't saw a boy driving
,,0,albert created a dead work of art and albert created a fancy work of art,rene didn t create a fancy work of art
,,1,Maryann saw a boy driving Marcus's new Tesla Roadster,Maryann didn't saw a boy driving
Vicki is silly,Charlene is hallowed,0,Vicki is silly and Charlene is hallowed, Charlene is not silly
,,1,virgil hurt her and virgil led me to calvin s house,virgil didn t lead me to calvin s house
,,0,janice created an inexpensive work of art and janice created a beautiful work of art,tammy didn t create a beautiful work of art
,,0,Nathan saw a girl driving in Reghin,Nathan didn't saw a girl driving an electric blue bicycle
,,1,"Melissa, who is a dentist, bought a Chilean wine",Melissa isn't a dentist
,,0,"Harvey, who is a flight attendant, bought a Macbook","Harvey, Lindsey's father, didn't buy a Macbook"
,,1,irene has traveled to giurgiu and ryan has traveled to giurgiu,irene didn t travel to giurgiu
Violet is zealous,April is better,0,Violet is zealous and April is better, April is not zealous
Marc is alive,Ida is poor,1,Marc is alive and Ida is poor, Ida is not poor
